place_id,title,rating,polaridade,polaridade_num,polaridade_texto,ResumoTexto
ChIJTUNAISr_zpQRctHZlQcaMcg,A Refinaria Gourmet Unidade Vila Leopoldina,4.375,0.45129251700680273,1,Positivo,"Prices are high but the experience is worth it. It is a pleasant place with good service that offers gluten-free, lactose-free and vegan food."
ChIJx1jRGMhezpQR8WxzTzsEuig,ALTO DA MOOCA PÃES E DOCES,5.0,0.34232717803030305,1,Positivo,"Passing through the region, I decided to go in and visit this bakery. The service at this bakery is very different, worth every penny!."
ChIJ-QtUogDl3JQRtupIWJ5X47g,ATAIF • Doces árabes gourmets,3.875,0.6107708333333334,1,Positivo,"Light, it's not a cloying sweet, congratulations on the initiative.. Very comfortable place, delicious ataif and the service is sensational!"
ChIJj36w_Xv3zpQRmH4qZPQ-x88,Abarista Cafés,4.0,0.6936904761904762,1,Positivo,"A simple place, on this 7th of September it looks like the backyard at home. Very nice place, with great service and excellent coffees."
ChIJ_YB_IodZzpQRfLLcJed_64M,Abudi Halal,5.0,0.3028370535714286,1,Positivo,"Very little places offer halal options here, so if you’re looking for halal meat options this is a good choice 👍 They offer shawarmas, fries and sfihas.. Really amazing baba ganoush. Parking space is just besides the restaurant complete with car wash service.."
ChIJD7gbP51bzpQRT_i_CWnnMrc,Actual - Máquinas De Café em São Paulo - Venda e Locação Máquinas de Café,5.0,0.703125,1,Positivo,Excellent quality products not to mention customer service! One of the best espresso coffees in São Paulo.. Great coffee.
ChIJVbqDuQ71zpQRExf_kysknmY,Adrena Burgers J. Das Pedras,4.5,0.6385069444444444,1,Positivo,"The process from ordering to delivery is very good, I always buy there... 👏🏻👏🏻👏🏻. Very good snack, but the price could be a little more into account.."
ChIJO6oDSgXVmwARxN0rtbj_U-s,Agatha Chocolates Ipanema,4.5,0.2530190972222222,1,Positivo,"Though this delicatessen offers scrumptious treats, it fails at large in customer service and false advertising. Two kinds of products have been widely advertised making me drop by its store in Ipanema, and upon my arrival there, apart from being totally disregarded, there was not a single sample of what has been announced.."
ChIJOQ3hklhD65QRyq-50jWUKS4,Al bába Empório Árabe,4.125,0.5153000992063492,1,Positivo,Be careful with the sweets ... you ate one and it was hard to control later all very tasty. Without a doubt the best Lebanese food I've ever had in my life.
ChIJx6dTXrNezpQRnRbw_fdtudU,Alcantara Machado,5.0,0.4625,1,Positivo,Late night early morning coffee spot. Top.
ChIJv4xlWuZQzpQRO9DGtpe9aDg,Ale Bakery,3.375,0.43196530032467534,1,Positivo,"I ordered several slices from Ifood to celebrate my sister's birthday: Black Forest: his frosting was a little overdone, just the flavor she'd asked for, too much baking soda changing the flavor. Red velvet: filling was good, but the dough looked old."
ChIJt5yqle1RzpQRWnBJWvlIA5Y,Ale Capozzi Doces,4.25,0.43827756734006734,1,Positivo,First-rate service and a lot of care in delivery! All guests praised the taste and presentation of Bem Casados.
ChIJxUqWtW1XzpQRWNHbLkPAQbQ,Aliança Francesa,4.5,-0.2,-1,Negativo,"Poor service, they asked for 60 days to return the amount, 30 have already passed and they no longer respond. Draw your conclusions about the quality of care.. No one answers, no one answers... Several phone numbers on the website, but they don't work."
ChIJp2vwx51QzpQRKjGUXXQYnRE,Alice Bolos,4.0,0.3927777777777778,1,Positivo,"Whenever there is an event where I need to bring a delicacy to surprise those present, I take the coconut cake: in strips or the 1 kg cake. Stop by on Rua Edson to check it out."
ChIJwZNYylBXzpQRpeR6yqt3eIU,All of Jazz,4.125,0.29195312500000004,1,Positivo,I see a lot of complaints from people who was surprised to pay for artists cover. But the owner has no tact and can make new guests feel terrible.
ChIJW0-BOkxbzpQRhl5v2V7899I,Alyah Sweets Doceria e Cozinha Libanesa,4.75,0.47084347943722943,1,Positivo,"Food was delicious with great portions, staff really friendly and helpful to choose the best dish. Be aware when you have collected your luggage and go for exit, you will directly get in to tax free shopping area which causes more confusion in finding the way out from that."
ChIJu8EHFSdXzpQR1KJcoQirnhk,Amar.go,4.0,0.31559817858645983,1,Positivo,"It’s hard to give my Amar.go experience a meaningful score - without doubt the food is really good, fresh, healthy and tasty. For those who have a grinder at home, it is possible to buy coffee beans from the brand itself."
ChIJ_-YRjfhazpQR7gYGEedNBh0,Amor Doce,3.875,0.3119675925925926,1,Positivo,"It has a great chicken pie and an excellent escarole. I do not recommend.. Nice atmosphere, tasty food, price compatible with the region and very friendly owner.."
ChIJSXFgayZZzpQRnM_0LxWgHQo,Amor Espresso,4.875,0.39125147628495843,1,Positivo,"The dough didn't seem to have any seasoning, very dry and with a taste of flour, the filling was even good but I wouldn't eat it again, I've tried other coxinhas de jackfruit much better. This place is for those who are passing by and need something practical, as there are not many options on the menu and it is not a place worth booking with a group of friends."
ChIJrReVgtBRzpQRZ16lx3aELGA,Amém Café,4.75,0.4451522435897436,1,Positivo,"I love this place, always good service, great cookies ♡. Exceptional service but the snacks were not very good."
ChIJV9JyLWL1zpQRBdCqwYm0Zjc,Arabesco,4.75,0.3970867124773375,1,Positivo,The round kibbeh stuffed with curd and mint I found very tasty. What I didn't like is that it was served in a plastic coffee cup..
ChIJe9EBAL73zpQRLZIhmE5QDIs,Arkham Dog'S,3.5,0.7543402777777777,1,Positivo,The best dog! The best hot dog I've ever had in my life
ChIJE7fGPjVZzpQRNXepU-U81EE,Astronauta Café,4.75,0.3377011183261183,1,Positivo,"This means you will have to eat holding your food and cup/glass. Cozy place with nice food options, however I only came for a quick bite and did not like their hot chocolate with lemon zest in it."
ChIJoUA9OglazpQRE29TdonoX1w,Atelier Alessandra Tonisi,4.5,0.30833842083842083,1,Positivo,"Cons: -I don't have any negative points yet to highlight, the experience was very nice. When paying, it could be a little more agile and already have the items consumed in a command or some kind of record, we had to keep listing what we ordered on our visit."
ChIJ7zVPBFizyJQR-FuLH9tuUuY,Atelier da Panqueca,5.0,0.5377519728535354,1,Positivo,"Wonderful food, first class service, a perfect environment for me and my work colleagues to have lunch. Super nominate points out that dessert is courtesy of the house for those who eat by weight...."
ChIJG9i1_-9ZzpQRnQZaz9a39qY,Ateliê Clara Azevedo,4.5,0.4088181667869168,1,Positivo,"Its sweets are very delicious, quality products, excellent service, family atmosphere and impeccable. But a suggestion is the croissant, which comes hot with different fillings to choose from."
ChIJZfj54Ox0K4cRRWyzD10xe_E,Aunt Abby's Confections,4.0,0.4159672037760417,1,Positivo,"Would absolutely order again.. My wife is celiac and we have had ALL of the local gluten free bakeries around.. Today we picked up cookies, a beautiful custom made cake and an order of French Macaroons."
ChIJMXOqKCFbzpQR6IESZVqKgg8,Açaí do Marco,5.0,0.8238888888888889,1,Positivo,"Tasty açaí, very good service and easy location. Creamy açaí without ice, great service."
ChIJS0ow_dDzoAARDAbz9PTvJ1c,BOYS BURGUER,5.0,0.4625631313131313,1,Positivo,"With licensed tea maker, pleasant atmosphere, outdoor tables, cozy space, cable TV, and great service!. Sandwich with new ingredients, tasty and the house sauce was very good!"
ChIJcfHlTQpZzpQR5-Wfjj4BGEw,BUBU,4.375,0.34635416666666663,1,Positivo,"If you think, imagine, dream, ask for information via insta or WhatsApp, give up! Before paying, check your order very carefully, there were at least 6 more drinks marked on mine."
ChIJ45j10xBazpQRT4dnh1VdeO8,Bacio di Latte - Moema Anapurus,4.75,0.6541666666666667,1,Positivo,"It""s been a long time to eat so delicious ice cream, chocolate options is all good. I have lived in the same place since always and never have I had as much disturbance and noise at inappropriate hours as I’ve had since this store opened next to my house."
ChIJITg4Q3v3zpQRnQkFD52tpf0,Bacio di Latte - Santana Bras Leme,5.0,0.3884375,1,Positivo,"Delicious ice cream and great service. If you ever want an amazing taste with the rich touch of spoiling yourself,  go there."
ChIJV4xURAdazpQR-77S9u8qhSk,Bacio di Latte Ice Cream Shop,4.125,0.35386267006802724,1,Positivo,"It""s in a nice area of you""re one who likes to enjoy your gelato on the move, and nice seating areas both inside and out if you""re not. I also like the dark chocolate (not too sweet) and of course Straciatella!."
ChIJ7_mrYuxZzpQR5TSbgouQ2PM,Bah! café,4.25,0.44584759424603176,1,Positivo,"To go with it, an iced coconut cake that could have been wetter for my taste. It's a bit hidden and there aren't many places available, but the cafe is really well done."
ChIJQYL87YJZzpQRBP2sgHRkYDY,Bakeri Nord,4.0,0.48551516544117646,1,Positivo,"When I went, they made me very uncomfortable, without any attention, misinformed about the menu. Finally, THE BEST CHOCOLATE CAKE I HAVE EVER HAD IN MY LIFE, seriously, you need to try this."
ChIJT3qQJzT2zpQRi_9yxRTkPhc,Bakery La Brunet,3.375,0.47763541666666665,1,Positivo,"Also, found a real gem...an independendent violonist was playing classical music for eveyone. Nice and clean .good atmosphere Prices ok. Good food, but it can be quite expensive.... Top."
ChIJ12JXXsdZzpQR5_Z3sxWaPJY,Ballaró Café,4.125,0.42049156746031746,1,Positivo,"The dish also takes some time and I feel that it still lacks a little organization in general. Rissotos with less flavor, sandwiches that don't have onions that taste like onions due to the lack of cleaning of the knives and dishes with less quantity or quality."
ChIJq_4ke2hXzpQRvXoMlkd1PLs,Banana Café,4.625,0.4204342012154512,1,Positivo,"There’s a huge variety of seating available from inside to outside but whenever you sit the views are amazing! Waiter was VERY rude, took plates out of our table before we were done with it, and rolled her eyes like a teenager."
ChIJwWmPS3NKzJQRMdZYpziZiBE,Bar Brahma,4.375,0.25335806554556556,1,Positivo,"Claimed order never existed and refused to help, insisted I buy it again. Highly recommend to come on a Saturday where they have live music starting at 2 pm.."
ChIJNasv8udRzpQRQ1FJTQ2w99o,Bar Cheia de Manias,4.25,0.47226190476190477,1,Positivo,"Beautiful views of the lake, spacious bar, food, beers ands drinks are also good! Easy and safe to park inside the property.. Good place and good music and good food especially on saturday they serve buffet the brazzilian traditional cuisine the bean and all those thing that i cant name it but believed me its good and i love it."
ChIJEyOtjU5YzpQRJi-Cf-QbjYU,Bar da Dona Onça,4.375,0.3990001960125448,1,Positivo,"Don’t read other people reviews and come back to try everything before making a personal judgement 😜😊.. Fine dining. This definitely a must try restaurant, but get there early as it""s no secret and lines are huge!."
ChIJmTxV-_xbzpQRvTn27I0E0VU,Bar do Batista,3.875,0.5420833333333334,1,Positivo,"They serve a lot of food per one person, it can be shared. Great place to drink beer and watch soccer.. Top."
ChIJMxUQOZtbzpQRMFfnopTnW0M,Bar do Carlão,4.375,0.6059340277777778,1,Positivo,"Beer is still served early in the morning, and very cold.. Carlão is awesome and his wife Dalva too ❤️❤️❤️❤️ Just come."
ChIJ28aGz6wEzpQRfqbqeeR5UMw,Bar do Nico,5.0,0.4893973214285714,1,Positivo,"Worth the visit to Ipiranga.. Good food, nice place but too expensive!. I believe the feijoada is not as good and too expensive.. Top!."
ChIJxeRCLET4zpQRoRf5jpTHqas,Bar e Lanchonete da Graça,3.625,0.5790959821428571,1,Positivo,"The place is small but very cozy, I recommend it!. Pleasant atmosphere... a rustic touch, we had the feijoada, light, tasty, it was an average portion for two adults and a child, we ate well and the price was right."
ChIJOxDKZecDzpQRzu_YYUBdOb4,Bar e Restaurante Avenida,4.375,0.4169975353422619,1,Positivo,"I've eaten in this place always fresh food, varied mixtures family atmosphere, great service and most important prices accessible to all. Excellent restaurant with great value for money, first class service, always cold beer and quality homemade food."
ChIJ1SIDcRJazpQRpxO6-Rdwqc0,Barak Culinária Árabe,4.125,0.5019146825396825,1,Positivo,"Pick: Rodizio Barak Food:05 ...really wonderful, as you can see in each of the photos. There is also the lecture of a specific table, delaying other tables, really disorganized service."
ChIJ4T1LIS1YzpQRxdwkTeQr0w0,Barões do Cafe,4.625,0.5258147321428571,1,Positivo,"They receive us very well, every week I return here just for the good service. I speak Spanish and I felt very comfortable that they attended me in my language, everyone was very friendly.. Good service and good options for breakfast."
ChIJB2ssy7ZZzpQRA0VxRFuH9A0,"Basilicata - Pão, Empório e Restaurante",4.0,0.3542560651154401,1,Positivo,Prices can be very high but over all you'll find some affordable itens to buy! Staff here go out of their way to make a good experience.. Food took almost 1h.
ChIJXWW7cTX2zpQRF0ws_hfEDiU,Beef Burger & Beer,3.125,0.494609375,1,Positivo,"Doubled Smashed 'Badass' burger was better than the burgers I""ve had in the USA.. A friend brought me here and I’m happy he did. Whenever I’m back to Brazil and to this area I’m definitely coming back.. Just as great as it’s nearby sister restaurant, just a little smaller."
ChIJEcsFHuxbzpQRRsQLe-GPDu0,Beer Rock Club,5.0,0.37642676767676764,1,Positivo,"Craft beer pubs should provide customers with water (and not sell it in bottles) this is basic, as a result, customers end up not buying water and the lack of it is extremely harmful. Water should be served in the same amount as beers, in all serious bars and they should provide customers with water at will (even more so where beer is already expensive enough to be able to distribute water without having to charge)."
ChIJU35cDoh_mQAReb-y7415RXQ,Bela Guanabara Bakery,4.75,0.5783333333333334,1,Positivo,"Always fresh options of breads and pastries, apart from serving a delicious breakfast.. I like they soup, the juices are very good either.. Great service and food.. Great place for a quick breakfast.. Top."
ChIJZccD5r9XzpQRYxza1ongLwE,Bella Jaú,3.25,0.284375,1,Positivo,Good place and reasonable price!. some of the finger foods from menu were unavailable!!!.
ChIJsdb8HwNRzpQRdhpmDd27mTM,Belle Pâtisserie,4.25,0.5984022892616643,1,Positivo,It's one of those confectioners you can trust when choosing products! I tried the fig eclair with pistachio and they are simply wonderful!
ChIJkUojPZtXzpQRpEJwvrmhUSc,BemDito grills Restaurante,4.875,0.38539930555555557,1,Positivo,"Super nice place, well located, in front of Praça Benedito Calixto. We had a happy hour with the course group and it was fantastic."
ChIJw_NCSQSx3pQRBini3dkaTb8,Besser - Panificação & Confeitaria,4.25,0.37436574074074075,1,Positivo,"The place is getting better every day.. Great cost-benefit ratio, courteous service, cheap sweets and snacks with a nice variety and good quality. Great space for coffee, wide variety of products, affordable prices and excellent service, I definitely recommend !"
ChIJUSpnAqr5zpQRcDtkw0UEYno,Bicafé Brasil Ltda,4.75,0.049824312426668384,1,Positivo,"I bought 5 boxes and lost more than half, simply because the coffee didn't come out....it's not compatible with the nespresso....I saw a comment from two years ago and they said adjustments were made....no adjustments were made. The Box I bought from Bicafé Espresso Macchiato, is also full of dust and with a horrible taste."
ChIJQ8JnB9RZzpQRyhwKLiZVucU,Bistrot de Paris,3.875,0.5407337042297979,1,Positivo,This restaurant is located in a cute corridor with several other nice little restaurants. I highly recommend Bistrot de Paris.. One if my favourite restaurants in Sao Paulo.
ChIJWx0Ww2H5zpQRvRNUSvCc52o,"Blended - Churrasco, Cerveja e Rock’n Roll",4.625,0.4538631102693602,1,Positivo,"We ordered some skewers that also came in a good point and well seasoned. The house has potential, who knows if investing in some craft beers won't leverage more."
ChIJ3WyiFbP3zpQR64XcYr4b6sU,Blends 7 - Coffee Shop,5.0,0.4690885416666667,1,Positivo,There are 3 spaces for who needs more options to seat (even outside store is possible). Also have plenty of magazines and some books for purchase..
ChIJzYBViaT3zpQR1bNXlXq1YPE,Bob's,4.625,-0.1906184895833333,-1,Negativo,"I just asked for ifood and they forgot my potato with cheddar sauce. I ordered a combo at Ifood with 3 snacks, 3 potatoes and 3 soda."
ChIJCVUBVCv4zpQRqBgvXeXlrYE,Boka's Bar,4.625,0.3861338141025641,1,Positivo,"Excellent service, good location, fair prices, quality meals and portions, cozy and familiar atmosphere.. A friend asked for dinner twice, it came below average, with so much history, the trade should improve the quality of the dishes, chicken fillet that was well-done turns raw, I'm friends with the owner, but when you move a chubby belly, it moves like a shake with everyone, I hope to come back and give a 5 and be able to comment on how much it has improved since the neighborhood trade we must give more value if it appreciates. Its location is on one of the most popular avenues in Freguesia do Ó.."
ChIJ65tVzDFZzpQRRfhrDbB1OJA,Bolo da Madre,4.375,0.27154947916666666,1,Positivo,"It was my first purchase, I expected more, in addition to having paid fourty reais for a very small cake, the flavor could have been good, but unfortunately I am disappointed.. Sweet at the right point, cold when it has to be... Everything wonderful."
ChIJYXmo1MdZzpQRLxnXxWeaLiI,Bom Gosto Restaurante (Paulista),4.375,0.5888888888888889,1,Positivo,"Top.. good restaurants great food Good service Various food options But if you go with a car, you have to pay for parking, which is R$10 an hour.. I love this place, super polite and kind attendants"
ChIJA39GgiZJzpQRwl2gnXQ_zMg,Bom Prato - Parelheiros,4.0,0.5589508928571428,1,Positivo,"It was cool like that, eating on the spot because in addition to the food being better, it prevents some malicious people from picking up lunchboxes to sell around. They don't allow take-out anymore, you can only eat on the spot.."
ChIJzWMa7l1pzpQRDJsub-2k1Mk,Boteco Casarão,4.625,0.5264693603135698,1,Positivo,"Next time I want to try the parmigiana or another dish. Casarão is like that, first class feijoada and the other dishes too, I've been several times and I've taken several friends, they all loved it."
ChIJH7_EYsLVmwARkCAGqaYkksA,"Boteco Colarinho Escondido, CA",4.125,0.36292782738095236,1,Positivo,"We had escondido cheddar bacon hamburger (40real) and sandwich de choripan (30real) with two soft drinks. Fantastic selection of local craft brews on tap, at least 20 to 30 and they where really good."
ChIJiSCWOORbzpQR7IW5VHhZX18,Boteco São Jorge,3.625,0.30127537393162396,1,Positivo,"Delightful pub for a good draft beer. It's not very accessible, the bathrooms are on the top floor and can only be reached by stairs."
ChIJlcP7wWJDzpQRRhkl208svUY,Botequim São Paulo - Jardim,4.5,0.425,1,Positivo,Well I'll split this review in two parts Drinks - Top very tasty and well done    Foods -  No too tasty need more quality on the ingredients. Top.
ChIJSa-PHSxazpQRqG8kOVBqpHk,Boulangerie Le Fournil,4.375,0.5844097222222222,1,Positivo,"It’s one of the best Mil folhas I have ever tried!. Try Sunday""s brunch from 12am to 4pm.. Wonder, good, actualitty."
ChIJLZAxhsdZzpQRqTokkP9PAKg,Boulangerie Pain de France,4.75,0.2351426175820707,1,Positivo,"Lost 5 customers at once.. Boulangerie within the Cultural Reserve space, close to many tourist spots on Avenida Paulista. Today I went to dinner with a friend at the Bistrô next door, simply amazing!"
ChIJS4XuOgpazpQR84vpvrjCwkM,Bourbon Street Music Club,4.625,0.5173791035353535,1,Positivo,Went there my first time to see live bands playing and felt very comfortable! Take a look around the block and always ask for the closing time before leaving your car.. Jazz Sessions | By Jazz Mansion no Bourbon Street Music Club!.
ChIJZdSM1cP5zpQR3IwR5zcoY90,Brasa & Beer,5.0,0.5880357142857142,1,Positivo,"It is worth knowing and visiting the place.. Family atmosphere, great service, and an incredibly good menu, snacks, meals, portions all too tasty, congratulations."
ChIJo4LcX4H4zpQRNnrb37QV7W8,Brascatta Pizzaria,4.375,0.3038020833333333,1,Positivo,"The place itself deserves s visit it is so ample and nicely decorated. Don’t go on Saturdays, unless you are a big fan of feijoada."
ChIJAU9qJLL3zpQRLaIn08ZgJnQ,Bread's Valley,2.5,0.3408134920634921,1,Positivo,"Deplorable to deal with a person unwilling to work.. With the price I paid I would have had coffee in a bakery that at least serves espresso in a cup, I do not recommend it. I like this bakery... Service staff very helpful and fun."
ChIJfxZu6MP5zpQRJemvGwI5l7g,Breads and sweets Pretinha,4.125,0.4375,1,Positivo,"The bread it""s ok but food it""s good. Just ok. Evey thing is missigin  this place.. Top."
ChIJXRtn0dL-zpQR04DSr8aAM0Y,Breads and sweets Santo Elias,4.25,0.6555104166666667,1,Positivo,"Place to have that breakfast with bread on the plate, very tasty and for a great price. Best dish I've ever eaten Whenever I'm around I always eat there.. Bakery with good options at the snack counter, tasty French bread but with few options for other types of bread and sweets.."
ChIJRS1kpV1ZzpQR8dkhHAKuTuk,Brioche Brasil,4.375,0.44177083333333333,1,Positivo,"Accept that the scheme is quite simple, like an old-fashioned vending machine, although cards are accepted. Simple, clean, stuffy place, products exposed without protection, attendants concerned with production, not paying much attention to customers."
ChIJSUTZWRiw3pQR7FdQ75KILDQ,Brothaus Breads & Pastries,5.0,0.3736072781385281,1,Positivo,"It""s a lit bit more expensive than the other bakeries in Joinville, but some products as the ham and the cheese are totally worth it.. Good bread options and fresh sliced cold cuts. A lot of options from breads to fine wines and others imported items.."
ChIJH2pObGdYzpQRXIJ8SIG2S1Y,Béni Coffee House,4.0,0.4716778273809524,1,Positivo,A place for you to be happy having your coffee in peace ☮️✌️. I would have ordered an extra tea if it weren't for that.
ChIJC3zvDp1QzpQRwfbLQpYBEac,CAFÉ DES FLEURS,4.125,0.4249151334776335,1,Positivo,"A not cheap place, where we don't spend little, doing such rudeness is incomprehensible. Ah, the nest cake is pure sugar, it doesn't even taste like milk, I couldn't eat it.. A delightful place, top notch service and the cakes, all wonderful, each day I order a different flavor to try them all."
ChIJ_2yVSatZzpQRF3HLnZHRJco,CAPÍTULO 1 CAFÉ,3.75,0.46960286458333333,1,Positivo,"If you come to SP, make a stop here and enjoy the delicious cakes.. Food with great flavor cafe ditto I love their foccaccia and sweet pies too!."
ChIJKQMG_2xRzpQRsvEniFrQI9w,Cacau Nas Nuvens,4.5,0.5878806029040404,1,Positivo,"Very good.... everything made with great care, whimsical decoration, beautiful crockery, sweets on display that make you want to try them all, friendly and cordial service, super comfortable armchairs, well-brewed espresso, incredible brigadeiros... all afternoon there.... I had a meeting there and it made me want to work more in the place."
ChIJqQCdC8RZzpQRuaTZJUeo004,Cafe Sabor Mirai,4.25,0.25433319160997736,1,Positivo,This time there was an exhibition of clothes crafted with incredible lines respecting tradition. We had an espresso and a strained one that were good but the sweets are sensational.
ChIJzU9oGxVZzpQRtMhKbFVZtRg,Cafeteria Sujinho | Pães Artesanais | Confeitaria | Padaria | Doceria,5.0,0.30259881524725274,1,Positivo,"The service was a little slow, and they don't accept credit cards...but it's pet friendly ❤. I'll still be back to try some more snacks and update here.."
ChIJQ5-q7ldYzpQRG9Egoh9qPVI,Cafeteria São Paulo,4.25,0.7429166666666667,1,Positivo,It wasn't the best.. Serves great coffee!
ChIJExtlk-BQzpQRDRqQx94jbWM,Cafeteria e chocolateria,4.625,0.5022154017857143,1,Positivo,"The main asset here is the Expresso Coffee (amazing) and it always come with a good candy together, their chocolates are unique!!. You can't always have a coffee sitting down and chat at ease."
ChIJOwjAKTNYzpQRCPZHOOM77QU,Cafeteria vanilla caffè,5.0,0.2928478629298942,1,Positivo,"I understand that the entrepreneur has costs and also needs to make a profit, of course! Before going to this place, research other competitors in the vicinity that have better reviews!!!."
ChIJp8YFJL9ZzpQRlJ5V_xqFxEU,Caffè Latte,4.375,0.5238711288711289,1,Positivo,Perfectly roasted beans and the correct amount of serving temperature made it a joyful experience. Cozy and quiet place to have a coffee alone or in small groups.
ChIJW8QqIJZZzpQRKY_ev0XC6io,Caffé Ristoro,4.25,0.49116674045651315,1,Positivo,"Better stay away from the “Focaccia”, it’s basically fat/oil soaked dough with some garnish. I also missed a key lime pie, but it didn't live up to expectations."
ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,Café 10,4.25,0.4793923611111111,1,Positivo,"Great snacks, snacks and drinks (coffees and juices) for a very fair price; the attendants are always very friendly. The place is small and is usually full, but for a quick snack, it's not a problem.."
ChIJnwdJsFVYzpQRp3yJhTvySAY,Café Bom Gosto,4.875,0.26897688620902904,1,Positivo,"The Landlady just told me that I didn't need to pay the bill, but I could have broken my tooth or perforated my intestines with that thin piece of plastic and rigid, which could lead to far more serious complications. I love this neighborhood, as it is surrounded by History (Largo São Bento, Ed."
ChIJQbd44VFYzpQRRi53LxrO-XE,Café Canelinha,4.0,0.3520746527777778,1,Positivo,"Traditional place in the Republic, makes a great cinnamon coffee as the name implies, not expensive, good place to have a quick coffee.. Coffee with cinnamon, simple and straight to the point.. Unequaled."
ChIJ98Rlo_5XzpQRAp8T3lx-Qac,Café Cherie,4.5,0.20401361036838978,1,Positivo,"Though beautiful, I found this place overhyped and the food is nothing that special. The only place with real Nutella was in this pink cappuccino, which is not good."
ChIJuVLajF1YzpQR_4XBCQyYzNg,Café Colombiano,5.0,0.31158544146825395,1,Positivo,"Beautiful location with great ambiance, a  very enjoyable experience, and friendly staff, but 4/5 stars because the quality of the espresso was a bit off this day. With typical Colombian dishes, freshly made food, different and very tasty drinks, all accompanied by excellent service."
ChIJ6xejhLhZzpQRakp7TIMvY5k,Café Creme,4.5,0.3886779626623377,1,Positivo,"The menu actually has nice big salads, which can be hard to find in Brazil. Excellent location, specially on Sundays, when the avenue is closed for cars."
ChIJK73OtlVYzpQRmxTwBZPKlaY,Café Girondino,4.25,0.3655556588955027,1,Positivo,"I would say 4.3 :) Perfect location, clean, nice decorations, well organized menus, good service, nice staffs, no long waiting time, fair price setting (maybe a bit more expensive than other places in the neighborhood/centro but no complaint) My carrot cake with chocolate was amazing! I could eat five more slices🤣 My cappuccino came with a cute little dog art on it😘 very lovely to see it !"
ChIJdcQM1SpYzpQRpD3Wz1v6JK0,Café Habitual,5.0,0.31518965698653195,1,Positivo,"In general about the coffee place itself even with such personal I simply can""t give it less than 5 stars. So, for a review from an actual native English speaker, let me set the record straight, again."
ChIJ1frS2L5ZzpQRYTC8j56RdGQ,Café Impresso,4.375,0.32722456065759636,1,Positivo,"I will come back for sure.. A small but very nice cafe. There is no zero lactose milk for the coffees.. Small space, but ok.. like that."
ChIJRfw1I4dZzpQR7WlXbn3WN7g,Café Literário Club,3.75,0.5,1,Positivo,Excellent bookstore specializing in children and youth. It has free events every week.
ChIJQRsiQlRYzpQRCkklxqTT76E,Café Martinelli Midi,2.625,0.3825297619047619,1,Positivo,"Very tasty gourmet coffee varieties plus a variety of sweet and savory snacks.. Can""t miss if you""re visiting downtown - on business or as a tourist!."
