Estabelecimento_ID,ZonaSP,Endereço,Latitude,Longitude
ChIJ_3tZucn3zpQRrN7FG5ak7Vc,Norte,"Av. do Guacá, 1098 - Lauzane Paulista, São Paulo - SP, 02435-001, Brazil",-23.4776342,-46.635403
ChIJoYg-oyhXzpQRRT7uOUgn4Ss,Oeste,"R. Fradique Coutinho, 614 - Pinheiros, São Paulo - SP, 03178-200, Brazil",-23.5615047,-46.6874964
ChIJs10lxu9ZzpQR1n5xQNFc3-s,Centro,"R. da Consolação, 2096 - Consolação, São Paulo - SP, 01302-001, Brazil",-23.5533189,-46.660249
ChIJu7nJUlpZzpQROLGJ_JNC8PQ,Centro,"Av. Paulista, 302 - Bela Vista, São Paulo - SP, 01310-000, Brazil",-23.5688619,-46.6464484
ChIJ14uPiRRYzpQRPjmygYN05OM,Centro,"R. Dr. Albuquerque Lins, 106 - Santa Cecilia, São Paulo - SP, 01230-000, Brazil",-23.5318112,-46.6535248
ChIJyymZprtbzpQRaG_UAgj-hGE,Sul,"Av. Moema, 324 - Planalto Paulista, São Paulo - SP, 04077-020, Brazil",-23.6051413,-46.6580261
ChIJgVD6JbtRzpQRtvNp1sPP62w,Sul,"R. José Floriano de Toledo, 30 - Santo Amaro, São Paulo - SP, 04710-110, Brazil",-23.6273959,-46.6956087
ChIJ9cnAfz9ZzpQRL299G6qxco4,Sul,"Av. Lins de Vasconcelos, 1770 - Aclimação, São Paulo - SP, 01538-001, Brazil",-23.5784623,-46.6242135
ChIJ35m_35lpzpQRaLbGEzLzQug,Outro,"Av. São Paulo, 961 - Cidade São Jorge, Santo André - SP, 09111-410, Brazil",-23.6712959,-46.4850579
ChIJK207MAtZzpQRWc-aO3LFmbA,Centro,"R. Pires da Mota, 257 - Aclimação, São Paulo - SP, 01529-000, Brazil",-23.565546,-46.631478
ChIJpdOB9ZBZzpQRRQ7EiBB2NaE,Sul,"R. Cubatão, 367 - Paraíso, São Paulo - SP, 04013-041, Brazil",-23.575228,-46.6438634
ChIJCQQ3NJ9XzpQRerMCGXgMabI,Oeste,"R. Costa Carvalho, 289 - Pinheiros, São Paulo - SP, 05429-130, Brazil",-23.5625138,-46.6990292
ChIJ33nk7n5ZzpQRAb78WDnZ3Mg,Centro,"Largo do Cambuci, 45 - Cambuci, São Paulo - SP, 01523-010, Brazil",-23.5623934,-46.6211726
ChIJI-oXyiVZzpQRlgBTQiiLeMU,Centro,"Av. Lins de Vasconcelos, 1011 - Cambuci, São Paulo - SP, 01537-000, Brazil",-23.5722536,-46.622569
ChIJrcI9TplZzpQRHo5ippkIRpM,Centro,"R. Nova Barão, 31 - República, São Paulo - SP, 01042-010, Brazil",-23.5455252,-46.6396599
ChIJodiuXtNZzpQRGg8FWyT4xkk,Oeste,"R. Augusta, 2607 - Cerqueira César, São Paulo - SP, 01413-100, Brazil",-23.5639431,-46.666073
ChIJf3TwyahZzpQRR3wayh_3WZ0,Centro,"Rua Américo de Campos, 36 - Liberdade, São Paulo - SP, 01506-010, Brazil",-23.5572564,-46.6356522
ChIJR9SaWX9ZzpQRZ7uu7f6u8J0,Centro,"R. Luís Coelho, 172 - Consolação, São Paulo - SP, 01310-200, Brazil",-23.5567224,-46.6590892
ChIJCYa9iiNazpQRP-utfO6Dlvk,Sul,"R. Leandro Dupret, 253 - Vila Clementino, São Paulo - SP, 04025-010, Brazil",-23.5964815,-46.6463605
ChIJy8vDFp5bzpQRWkZPrpXARes,Sul,"R. Domingos de Morais, 770 - Vila Mariana, São Paulo - SP, 04010-100, Brazil",-23.5834089,-46.6379329
ChIJ7TAMz2JZzpQRL8zDuwgxejc,Sul,"Av. Brigadeiro Luís Antônio, 2449 - Jardim Paulista, São Paulo - SP, 01401-000, Brazil",-23.568973,-46.6500078
ChIJAQCsfp9ZzpQRXDTCBfpj9bA,Centro,"R. Pires da Mota, 536 - Liberdade, São Paulo - SP, 01529-000, Brazil",-23.5668561,-46.6338417
ChIJ65tVzDFZzpQRRfhrDbB1OJA,Centro,"R. Martiniano de Carvalho, 1075 - Bela Vista, São Paulo - SP, 01319-010, Brazil",-23.5682368,-46.6434294
ChIJr6AERz9YzpQRSqzbfRPZFuU,Centro,"R. Martim Francisco, 233 - Santa Cecilia, São Paulo - SP, 01226-001, Brazil",-23.5393324,-46.6521765
ChIJQ18xyzxXzpQR-563d38amn4,Oeste,"Praça Baronesa da Bocaina, 123 - Vila Madalena, São Paulo - SP, 05440-030, Brazil",-23.5477083,-46.6898249
ChIJmaUAeU9YzpQRnnOi_K0mRvU,Centro,"R. Aurora, 886 - Santa Ifigênia, São Paulo - SP, 01209-002, Brazil",-23.5424162,-46.6441606
ChIJNRptXFJYzpQRNpcScYAM-MM,Centro,"R. Cel. Xavier de Toledo, 200 - República, São Paulo - SP, 01048-000, Brazil",-23.547351,-46.640218
ChIJjUAS2gNczpQRljxp7YtXHmo,Leste,"Rua Juventus, 809 - Parque da Mooca, São Paulo - SP, 03124-020, Brazil",-23.5731745,-46.5880705
ChIJozyl_8RZzpQRdIwnP8MIA1Q,Oeste,"R. Pamplona, 1346 - Jardim Paulista, São Paulo - SP, 01405-003, Brazil",-23.5684668,-46.6586485
ChIJp1pZvYZZzpQRm4Y13slAoII,Centro,"R. Braz Cubas, 36 - Vila Bandeirantes, São Paulo - SP, 18440-000, Brazil",-23.5748894,-46.632627
ChIJC1zLUNJZzpQRHd30qNXQZkw,Centro,"R. Urano, 173 - Aclimação, São Paulo - SP, 01529-010, Brazil",-23.5688704,-46.6366379
ChIJdwrRgGlZzpQRL3aJWQ2FVco,Centro,"Rua: Doutor Itapura de Miranda N°27 Centro, São Paulo - SP, 01022-060, Brazil",-23.5435945,-46.6301637
ChIJC_DrIqRTzpQRk8U7P-F_bug,Sul,"R. Adolfo Campos de Araújo, 11 - Parque Arariba, São Paulo - SP, 05778-090, Brazil",-23.6405005,-46.7483183
ChIJze7lyw9azpQRZfiyp6o35ho,Sul,"Av. Jandira, 311 - Moema, São Paulo - SP, 04080-001, Brazil",-23.6073226,-46.661725
ChIJY-56YalZzpQRzs5gwX0nHxM,Centro,"Av. da Liberdade, 54 - Liberdade, São Paulo - SP, 01503-001, Brazil",-23.5534073,-46.6352939
ChIJYcLF7adZzpQR3q7eAf6Vtos,Centro,"Largo do Cambuci, 106 - Cambuci, São Paulo - SP, 01523-010, Brazil",-23.5632465,-46.6211232
ChIJM4a6_l1ZzpQRK9iOnPIX6n4,Leste,"R. do Oratório, 689 - Mooca, São Paulo - SP, 03117-010, Brazil",-23.5591665,-46.5946994
ChIJ5xa47zdZzpQRtZ4LPzIdaJk,Leste,"R. da Mooca, 2350 - Mooca, São Paulo - SP, 03103-003, Brazil",-23.5554405,-46.6023046
ChIJx6gwGgf2zpQR904x8J-An5M,Leste,"R. Dr. Ricardo Gonçalves, 94 - Brás, São Paulo - SP, 03012-040, Brazil",-23.5396008,-46.6128158
ChIJDbqJaORXzpQRol1Oa3gPUhs,Oeste,"Av. Pompéia, 1215 - Pompeia, São Paulo - SP, 05023-000, Brazil",-23.5347385,-46.6880055
ChIJ6eFJBZNezpQRrWR0j5VnA-Y,Leste,"R. Cantagalo, 691 - Tatuapé, São Paulo - SP, 03319-000, Brazil",-23.5458426,-46.5677839
ChIJV894W-9YzpQRVrVJUme2-FQ,Leste,"R. Maria Marcolina - Brás, São Paulo - SP, 03026-005, Brazil",-23.5351956,-46.6171058
ChIJTazepHpZzpQR_1nfDYrxnag,Centro,"Av. Lins de Vasconcelos, 1136 - Cambuci, São Paulo - SP, 01538-000, Brazil",-23.5733109,-46.6230074
ChIJseE6a4RXzpQR71XUkr1Gipc,Oeste,"R. Teodoro Sampaio, 636 - Pinheiros, São Paulo - SP, 05406-000, Brazil",-23.5568974,-46.6766558
ChIJK3OFhclZzpQRYLxyG_6F9Ew,Centro,"R. Itapeva, 177 - Bela Vista, São Paulo - SP, 01332-000, Brazil",-23.5584937,-46.6506936
ChIJv2QoRDhZzpQR9rutPcFPSMU,Leste,"R. da Mooca, 2531 - Mooca, São Paulo - SP, 03103-003, Brazil",-23.5552657,-46.6005512
ChIJVwOF6nf3zpQRFseyXdlQeo8,Norte,"Rua Santa Rita do itueto - Jardim Peri, São Paulo - SP, 02679-040, Brazil",-23.4802413,-46.6695477
ChIJ83PdnoT5zpQRkdIg_LMZz6s,Norte,"R. Carambei - Vila Santa Maria, São Paulo - SP, 02561-080, Brazil",-23.4918896,-46.6757367
ChIJsZQ3RMD3zpQRW715Du25wMo,Norte,"Travessa Cristina Ruffa, 59 - Mandaqui, São Paulo - SP, 02432-040, Brazil",-23.4837914,-46.6339001
ChIJ6QfPnXf7zpQR4-IsdeMow8s,Oeste,"R. Monte Alegre do Sul, 822 - Jardim Brasilia (Zona Norte), São Paulo - SP, 02859-080, Brazil",-23.4413122,-46.7115892
ChIJDf88nrT3zpQRV7zalWM8sls,Norte,"R. Augusto Tolle, 863 - Santana, São Paulo - SP, 02405-001, Brazil",-23.4859252,-46.6333432
ChIJf8dvuVj3zpQRWoFbMMj03mY,Norte,"R. Roça Grande, 214 - Jardim Santa Cruz, São Paulo - SP, 02674-010, Brazil",-23.4594332,-46.6695845
ChIJFZ2FOE_4zpQRO8qk4m_Dq7Q,Oeste,"Av. Santa Marina, 2735 - Vila Albertina, São Paulo - SP, 02732-040, Brazil",-23.5013383,-46.6955884
ChIJ6diPoO33zpQRIpp1qXJgKGA,Norte,"R. Domiciano Ribeiro, 668 - Casa Verde Alta, São Paulo - SP, 02565-090, Brazil",-23.4855521,-46.6682519
ChIJ3azz8-r3zpQRWuuhYrjTu5k,Norte,"R. Dr. Gabriel Covelli, 355 - Parque Peruche, São Paulo - SP, 02533-000, Brazil",-23.4992853,-46.652882
ChIJab_UEy_2zpQRaicSJRyZ5aY,Norte,"Rua Dr. Olavo Egídio, 204 - Santana, São Paulo - SP, 02037-000, Brazil",-23.4999666,-46.6237682
ChIJdcw62iP2zpQRZNbjK-vRvVA,Norte,"Av. Leôncio de Magalhães, 259 - Jardim São Paulo, São Paulo - SP, 02042-010, Brazil",-23.4985892,-46.6158364
ChIJb4zmKzT2zpQRLkO4KYk8Jc8,Norte,"R. Altinópolis - Água Fria, São Paulo - SP, 02334-001, Brazil",-23.4831799,-46.6193783
ChIJjfAETy_2zpQRdOEJ3DS8npY,Norte,"R. Duarte de Azevedo, 301 - Santana, São Paulo - SP, 02036-020, Brazil",-23.5008979,-46.622988
ChIJpbTbuZP1zpQRsrLX4qdWMn8,Norte,"Av. Roland Garros, 1871 - Jardim Brasil, São Paulo - SP, 02235-001, Brazil",-23.4754356,-46.5706619
ChIJLXPWchj5zpQRlJ0ZondV8dY,Oeste,"Rua Lord Clemente Attlee, 50 - Chácara Inglesa, São Paulo - SP, 05142-020, Brazil",-23.4960218,-46.7279877
ChIJz7-4qC35zpQR0hhPxtv9J-s,Oeste,"R. Manoel Nascimento Pinto, 482 - Jardim Guarani, São Paulo - SP, 02851-070, Brazil",-23.4600959,-46.6918716
ChIJMVMxJK75zpQRXb9ZByx2I0s,Oeste,"Rua Coronel Bento Bicudo, 838 - Piqueri, São Paulo - SP, 02912-000, Brazil",-23.5068702,-46.707541
ChIJa4KtDDZfzpQR8sUEYPQbxU4,Norte,"R. Curuçá, 843 - Vila Maria, São Paulo - SP, 02120-001, Brazil",-23.5142885,-46.5882091
ChIJn2IxL835zpQRJlr5X87DX-8,Oeste,"Condomínio Edifício João Paulo I, Rua Tiro ao Pombo, 402 - Freguesia do Ó, São Paulo - SP, 02844-060, Brazil",-23.4716952,-46.687462
ChIJFTG-5hX3zpQRMfzEFW7YPVM,Norte,,-23.4941322,-46.6300012
ChIJD-IYEmj7zpQRQ3j64eqlN2w,Norte,"R. Eduardo Luís Trindade - Vila Espanhola, São Paulo - SP, 02566-010, Brazil",-23.4837858,-46.6698293
ChIJsxifNc_5zpQRuAn0YN8RcoI,Norte,"R. Cel. Joaquim de Freitas, 462 - Limão, São Paulo - SP, 02551-070, Brazil",-23.5006009,-46.6709596
ChIJraDZXer3zpQRZkdjTXDLgrg,Norte,"R. José de Oliveira - Parque Peruche, São Paulo - SP, 02531-010, Brazil",-23.4988415,-46.6495921
ChIJnxbnS9_5zpQR2aHaSRz8EzY,Oeste,"R. Camaratiba, 259 - Vila Itaberaba, São Paulo - SP, 02847-040, Brazil",-23.4647407,-46.6917898
ChIJWTiKIOz7zpQRMfAy4dxpNbE,Oeste,"R. João Estevão da Silva, 102 - Jardim Brasilia (Zona Norte), São Paulo - SP, 02859-040, Brazil",-23.4409783,-46.7085117
ChIJJ14kJNj3zpQRAm6a2hBwSjE,Norte,"Av. Nova Cantareira, 4568 - Tucuruvi, São Paulo - SP, 02340-002, Brazil",-23.4605989,-46.6153062
ChIJvQQQ7ZX1zpQRt28YKXim3_Y,Norte,"Tv. Olimpo, 282 - Tucuruvi, São Paulo - SP, 02271-010, Brazil",-23.4693885,-46.5908828
ChIJ6x5FImr2zpQR2c5UHFwjnkQ,Norte,"Av. Nova Cantareira, 2117 - Tucuruvi, São Paulo - SP, 02331-003, Brazil",-23.4786487,-46.6113158
ChIJ2UaR1A75zpQRVuPYjt695u0,Oeste,"R. Dr. João Toniolo, 01 - Jardim Sao Jose, São Paulo - SP, 02969-000, Brazil",-23.4871434,-46.7142674
ChIJgaeNEyz2zpQROLkUGD_V4p4,Norte,"R. Dr. César, 382 - Santana, São Paulo - SP, 02013-001, Brazil",-23.5020428,-46.6299985
ChIJK0vCEFj3zpQRqUYySPy5bmU,Norte,"Av. Sen. José Ermírio de Moraes, 474 - Tremembé, São Paulo - SP, 02357-001, Brazil",-23.4514009,-46.614598
ChIJ-XZKYQT3zpQR1gaA7PwOOjs,Norte,"Av. Leôncio de Magalhães, 1200 - Jardim São Paulo, São Paulo - SP, 02042-001, Brazil",-23.4909017,-46.6183943
ChIJveS7MYz7zpQRsHFr4q8b2bs,Oeste,"R. F, 25 - Jardim Vitória Régia (Zona Norte), São Paulo - SP, 05543-140, Brazil",-23.4392827,-46.7060318
ChIJyVGDmqP5zpQRRnufo9KdSz0,Oeste,"R. Joaquim Rezende, 30 - Freguesia Do O, São Paulo - SP, 02967-170, Brazil",-23.4798551,-46.7029583
ChIJbe6booj3zpQRxDqBlpUoA5g,Norte,"Rua Alfredo Romanelli, 46 - Tremembé, São Paulo - SP, 02320-030, Brazil",-23.4514156,-46.5990164
ChIJc2y-JPb1zpQRjE0N_TqLfEM,Norte,"R. Geolândia, 769 A - Vila Medeiros, São Paulo - SP, 02220-000, Brazil",-23.4900038,-46.5805567
ChIJS1O9Ld35zpQRfx6zt1oxkRU,Oeste,"Av. Padre Orlando Garcia da Silveira, 351 - Vila Penteado, São Paulo - SP, 02866-170, Brazil",-23.4704247,-46.6800772
ChIJezfGa7L5zpQRHm50rikBynE,Oeste,"R. Calixto de Almeida, 121 - Jardim Monjolo, São Paulo - SP, 02961-000, Brazil",-23.4907215,-46.6985691
ChIJh0NIn-xZzpQR-Uy5ElgOYSg,Centro,"R. Silva Pinto, 389 - Bom Retiro, São Paulo - SP, 01126-010, Brazil",-23.528036,-46.638936
ChIJJYQ1ja73zpQRgQBos7XnpjQ,Norte,"Av. do Guacá, 718 - Lauzane Paulista, São Paulo - SP, 02345-000, Brazil",-23.479799,-46.6378302
ChIJZ31F5Gb4zpQRPyyl02thtAA,Oeste,"Rua Tenente Landy, 112 - Lapa de Baixo, São Paulo - SP, 05068-020, Brazil",-23.5174123,-46.7026537
ChIJR3OUdiz4zpQRZ4fbMWb6UGU,Norte,"Av. Dep. Emílio Carlos, 2075 - Limão, São Paulo - SP, 02721-100, Brazil",-23.4893147,-46.6755714
ChIJJ94nWNb5zpQRBU9oVgb-_MA,Oeste,"Rua Enéias Luís Carlos Barbanti, 120 - 804 B - Freguesia do Ó, São Paulo - SP, 02911-000, Brazil",-23.5037641,-46.6950072
ChIJZ1UTr1BYzpQRiCOfqPJAlt0,Centro,"Av. Ipiranga, 1241 - Santa Ifigênia, São Paulo - SP, 01040-000, Brazil",-23.5399708,-46.6373231
ChIJM9CYGh1YzpQRWqzZv_6KoUg,Oeste,"R. Turiassu, 512 - Perdizes, São Paulo - SP, 05005-000, Brazil",-23.5331594,-46.668018
ChIJmWsvh3xXzpQR3xrynsH77yE,Oeste,"Rua Cardeal Arcoverde, 658 - Pinheiros, São Paulo - SP, 05408-001, Brazil",-23.5560538,-46.6792533
ChIJeRL2O9tZzpQRp7yGglBM_n0,Oeste,"R. Itapicuru, 255 - Perdizes, São Paulo - SP, 05006-000, Brazil",-23.5364031,-46.6668936
ChIJK-mwS5L1zpQRrRI30TKPxfI,Norte,"Rua Capitão Alcook, 842 - Parque Edu Chaves, São Paulo - SP, 02234-010, Brazil",-23.4762271,-46.5704987
ChIJPZ_7NjhSzpQRYyYLhuFCbo4,Sul,"Estrada do M'Boi Mirim, 3634 - Jardim Tangará, São Paulo - SP, 04905-003, Brazil",-23.6802365,-46.7652289
ChIJyXTf-mpZzpQRN97OEmdPyLI,Oeste,"Alameda Lorena, 1898 - Jardim Paulista, São Paulo - SP, 01424-002, Brazil",-23.5614886,-46.6684517
ChIJv_BUkmdgzpQRqIT1pHUIUUU,Leste,"R. Caiçara do Rio do Vento, 163 - Parque Cisper, São Paulo - SP, 03819-150, Brazil",-23.4926548,-46.4977555
ChIJDWt31Vr2zpQR7gmlw0ZlHYc,Norte,"Av. Água Fria, 1449 - Água Fria, São Paulo - SP, 02333-001, Brazil",-23.4763156,-46.6199833
ChIJrZZDW_xVzpQRp-S_VtDcnsU,Oeste,"Av. Dr. Cândido Motta Filho, 538 - Cidade São Francisco, São Paulo - SP, 05386-330, Brazil",-23.5571406,-46.7549998
ChIJU30H2-D5zpQRRrxwKdCznJE,Oeste,"R. Cel. Carlos Ambrogi, 323 - Jardim Sao Jose, São Paulo - SP, 02969-130, Brazil",-23.4852345,-46.7116436
ChIJr5BEC8f3zpQRKvx4RlqmNjA,Norte,"Rua Francisca Biriba, 743 - Imirim, São Paulo - SP, 02451-040, Brazil",-23.495586,-46.644339
ChIJcQfYIdFZzpQRNx4D9ymYMi0,Oeste,"Alameda Lorena, 1257 - Jardim Paulista, São Paulo - SP, 01424-001, Brazil",-23.5656985,-46.664086
ChIJI0QdLQz3zpQR5n3vXB0hROA,Norte,"R. Galiléia, 430 - Casa Verde Média, São Paulo - SP, 02530-000, Brazil",-23.5014584,-46.6568727
ChIJISV6fjv3zpQRzJQuHgjolQA,Norte,"R. Piracema, 221 - Santa Teresinha, São Paulo - SP, 02460-040, Brazil",-23.4911958,-46.6372651
ChIJlzNNxQn5zpQRJcyjhErpsgg,Oeste,"Av. Fuad Lutfalla, 554 - Freguesia do Ó, São Paulo - SP, 02968-000, Brazil",-23.4853382,-46.7097435
ChIJ42bkrXpZzpQRNI7cXqkEE7o,Centro,"R. Amarante, 53 - Cambuci, São Paulo - SP, 01543-040, Brazil",-23.5732501,-46.6225152
ChIJxcq-VzpZzpQRsK1ctmdvV1c,Centro,"Av. do Estado - Cambuci, São Paulo - SP, 01516-100, Brazil",-23.5596547,-46.6144975
ChIJOxJGCOZXzpQR1AfAX34x1_A,Oeste,"R. Caraíbas, 149 - Pompeia, São Paulo - SP, 05020-000, Brazil",-23.529681,-46.6802391
ChIJy9S2LZ5azpQRU9ccRVqQTj0,Sul,"Delivery Ifood/vivendadobolo, Rua das Flechas, 879 - Jardim Prudência, São Paulo - SP, 04364-030, Brazil",-23.6532178,-46.6699493
ChIJ___7M7xazpQRM_TUz2ma_MQ,Sul,"Av. Santa Catarina, 2313 - Vila Mascote, São Paulo - SP, 04378-400, Brazil",-23.6539568,-46.6569369
ChIJszmPau9QzpQRNm36pJtaDQE,Sul,"R. Américo Brasiliense, 1271 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04715-003, Brazil",-23.6331361,-46.6993203
ChIJ-8rKcftazpQR00Vbi7PNwL0,Sul,"Av. Diederichsen, 1238 - Vila Guarani (Zona Sul), São Paulo - SP, 04310-001, Brazil",-23.6331666,-46.6375321
ChIJbbsKS6dazpQR39wHTHdYz9Y,Sul,"Rua Antônio Gil, 942 - Jardim Cidalia, São Paulo - SP, 04655-001, Brazil",-23.66051,-46.6694967
ChIJr-AsPLVazpQRxpyYXH-LbD0,Sul,"Av. Cupecê, 3378 - Vila Imperio, São Paulo - SP, 04366-000, Brazil",-23.6679022,-46.6527734
ChIJ67DUA-FQzpQRl056tG-S7v4,Sul,"R. Verbo Divino, 1095 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04719-001, Brazil",-23.6329243,-46.7059659
ChIJr9sM7-ZQzpQRhQiZYVVoSr0,Sul,"R. Amaro Guerra, 264 - Vila Sao Francisco (Zona Sul), São Paulo - SP, 04711-020, Brazil",-23.6321188,-46.7026854
ChIJpWcDAJtazpQR5E6kmV58z2U,Sul,"Av. Santa Catarina, 1286 - Vila Mascote, São Paulo - SP, 04378-000, Brazil",-23.646459,-46.6634737
ChIJB8Bx8DVRzpQRE1sGLil_8aE,Sul,"R. Verbo Divino, 986 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04719-000, Brazil",-23.633183,-46.7051783
ChIJ82n3lqpbzpQRbF4Pwne1qrQ,Sul,"R. Eduardo de Magalhães, 24 - Parque Jabaquara, São Paulo - SP, 04355-090, Brazil",-23.6351327,-46.6576524
ChIJQRFkjOVazpQRQKj2RHBhb9k,Sul,"Av. Eng. Armando de Arruda Pereira, 1385 - Jabaquara, São Paulo - SP, 04308-001, Brazil",-23.6397132,-46.6412167
ChIJL68BbAZRzpQRcSuRKpcRfWM,Sul,"Praça Ossian, 392 - Jardim Itapeva, São Paulo - SP, 04674-100, Brazil",-23.6636821,-46.6876991
ChIJ03fUZuJFzpQRRa2hCjpT3lI,Sul,"Av. Cupecê, 4667 - Jardim Prudência, São Paulo - SP, 04365-001, Brazil",-23.674587,-46.642453
ChIJM1zmmM5RzpQR7GfjH-G2AHU,Sul,"R. Verbo Divino, 954 - B (2º Andar - Granja Julieta, São Paulo - SP, 04719-001, Brazil",-23.6335601,-46.7048054
ChIJr3-TlyxRzpQROM7nf5cOdRA,Sul,"R. Américo Brasiliense, 1977 - Loja 2 - Chácara Santo Antônio, São Paulo - SP, 04715-005, Brazil",-23.6295957,-46.7052843
ChIJqaoRLXpFzpQRd2ff3T1OfXE,Sul,"R. Frei João do Rosário, 639 - Vila Marari, São Paulo - SP, 04401-090, Brazil",-23.6699062,-46.6619634
ChIJLUm3ByRbzpQRwfIbLfJTmiU,Sul,"R. Valdomiro, 22 - Vila Marari, São Paulo - SP, 04402-200, Brazil",-23.6672303,-46.662565
ChIJf5r7bQFbzpQRc6t3N6-k9fo,Sul,"Av. Santa Catarina, 440 - Vila Mascote, São Paulo - SP, 04365-001, Brazil",-23.6402648,-46.6683478
ChIJG_019ixFzpQROHwLbwJ31Xk,Sul,"R. Hugo Vítor Silva, 18 - Americanópolis, São Paulo - SP, 04340-040, Brazil",-23.6661828,-46.6383935
ChIJWWJ3HxZPzpQRneZ60UrLmHk,Sul,"Rua Conde Luiz Zunta, 238 - Jardim Santa Cruz (Campo Grande), São Paulo - SP, 04456-100, Brazil",-23.6859831,-46.6783998
ChIJQZam639bzpQR3AKjQfoEkBQ,Sul,"Rua dos Buritis, 170 - Jardim Oriental, São Paulo - SP, 05263-030, Brazil",-23.6460216,-46.6434001
ChIJt37NFbv4zpQRsk18pm8fcws,Sul,"R. Moacir Simões da Rocha, 239 - Jardim Marajoara, São Paulo - SP, 04674-150, Brazil",-23.6657045,-46.6881996
ChIJv4xlWuZQzpQRO9DGtpe9aDg,Sul,"R. Américo Brasiliense, 1538 - Chácara Santo Antônio (Zona Sul), São Paulo - SP, 04715-004, Brazil",-23.6315286,-46.7013859
ChIJV-HaMz5QzpQRuoV8UWP_2U4,Sul,"Av. Nossa Sra. do Sabará, 1366 - Campo Grande, São Paulo - SP, 04686-001, Brazil",-23.6673378,-46.6900378
ChIJ9ce4F15FzpQRIi2wcBAt_8E,Sul,"Av. Nossa Sra. do Sabará, 3287 - Vila Emir, São Paulo - SP, 04447-020, Brazil",-23.6821589,-46.6819492
ChIJgTdjOXZazpQRw6wH0z33zLM,Sul,"R. Vieira de Morais, 922 - Campo Belo, São Paulo - SP, 04617-004, Brazil",-23.6213555,-46.6730283
ChIJmZcSomJazpQRNCJDrOluGVs,Sul,"R. Gen. Pantaleão Teles, 391 - Parque Jabaquara, São Paulo - SP, 04355-040, Brazil",-23.632968,-46.659701
ChIJwYQXlQRazpQR8xSw4pX6Pco,Sul,"Alameda dos Nhambiquaras, 1205 - Moema, São Paulo - SP, 04520-001, Brazil",-23.6091426,-46.661095
ChIJ8VVcN1FQzpQRf4vdruQVELo,Sul,"Rua Desembargador Bandeira de Mello, 422 - Santo Amaro, São Paulo - SP, 04743-001, Brazil",-23.6534675,-46.7028345
ChIJHbg9vldFzpQR2yj_wpJzDMo,Sul,"R. Samuel Arnold, 227 - Jardim Orly, São Paulo - SP, 04434-000, Brazil",-23.6799159,-46.6662696
ChIJqRv0aQFQzpQRgDouYUILVgc,Sul,"Av. Moema, 779 - Planalto Paulista, São Paulo - SP, 04077-020, Brazil",-23.6076714,-46.6544096
ChIJj7PLFbVRzpQRx4D36q1fQPg,Sul,"R. Princesa Isabel, 1505 - Brooklin, São Paulo - SP, 04601-003, Brazil",-23.614209,-46.6753794
ChIJFwEsoqlQzpQRLhdMZB5wO-M,Sul,"R. Inhambu, 1386 - Vila Uberabinha, São Paulo - SP, 04520-014, Brazil",-23.6055718,-46.6726895
ChIJt0-xpA1FzpQRaclhQqhWY1g,Sul,"R. dos Aniquis, 67 - Jardim Santa Terezinha (Zona Sul), São Paulo - SP, 04474-000, Brazil",-23.6974611,-46.6481979
ChIJB9j6Pz1RzpQRCJDXHcbblGg,Sul,"R. do Estilo Barroco, 303 - Chácara Santo Antônio, São Paulo - SP, 04709-010, Brazil",-23.6330013,-46.6938261
ChIJCZ092VZRzpQRAOrZpVmjGMA,Sul,"R. Dr. Ferreira Lopes - Vila Sofia, São Paulo - SP, 04671-010, Brazil",-23.6577235,-46.6949506
ChIJicwAcjRazpQRmepzfRsdS1U,Sul,"R. Padre Machado, 145 - Bosque da Saúde, São Paulo - SP, 04127-000, Brazil",-23.6013651,-46.6352309
ChIJt-LTXrZQzpQRRqlwa2BLQfI,Oeste,"Rua Chicago, 12 - Brooklin, São Paulo - SP, 04564-060, Brazil",-23.6108788,-46.6877223
ChIJEzkU-q1QzpQRNHGwJaR4-TQ,Oeste,"R. Texas, 404 - Brooklin, São Paulo - SP, 04557-001, Brazil",-23.6062042,-46.6797676
ChIJp5LlwrRbzpQRoAZ3l7q339Q,Sul,"Rua dos Curupiás, 230 - Jabaquara, São Paulo - SP, 04344-050, Brazil",-23.6385919,-46.643664
ChIJzxDb8O1RzpQRr_DFkH_Yyts,Sul,"R. Huelva, 8 - Casa 3 - Jardim Santa Gertrudes, São Paulo - SP, 04918-040, Brazil",-23.6885289,-46.7436982
ChIJeQ5s8p5QzpQR-Q2mHbBscoA,Sul,"R. João de Sousa Dias, 569 - Campo Belo, São Paulo - SP, 04618-003, Brazil",-23.6222461,-46.6735838
ChIJzQ_uIwhFzpQRdr5Tbeo2HbY,Sul,"R. Padre Antônio de Gouveia, 04 - Jardim Miriam, São Paulo - SP, 04416-200, Brazil",-23.6779453,-46.6409791
ChIJFa5UabFTzpQRSZE6wKw7fak,Sul,"Av. Ellis Maas, 981 - Capão Redondo, São Paulo - SP, 05859-000, Brazil",-23.6671731,-46.7737924
ChIJLd1wtgptYS8R-AiUPs580E4,Sul,"Rua Professor Nelson de Senna, 930 - Cidade Domitila, São Paulo - SP, 04387-230, Brazil",-23.6638253,-46.6541463
